,commity,val_acc_1,val_acc_2,test_acc_1,test_acc_2,differences,count,mean,variance,t_value,p_value,max_accuracy,max_increment
21,crnn crnn2 crnn3 crnn4 crnn5 linSVC2 MLP2 ,61.375,-38.625,51.37500000000001,51.37500000000001,0.0,,,,,,,
22,crnn crnn2 crnn3 crnn5 LR SVCpoly1 SVCrbf linSVC2 MLP2 ,61.375,-38.625,51.87500000000001,51.87500000000001,0.0,,,,,,,
23,crnn crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf linSVC2 MLP2 ,61.375,-38.625,53.625,53.625,0.0,,,,,,,
24,crnn crnn2 crnn3 crnn4 crnn5 MLP1 MLP2 ,61.375,-38.625,51.37500000000001,51.37500000000001,0.0,,,,,,,
25,crnn crnn2 crnn3 crnn5 LR SVCpoly1 SVCrbf MLP1 MLP2 ,61.375,-38.625,51.87500000000001,51.87500000000001,0.0,,,,,,,
26,crnn crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf MLP1 MLP2 ,61.375,-38.625,53.625,53.625,0.0,,,,,,,
27,crnn crnn2 crnn3 crnn5 LR SVCpoly1 linSVC2 MLP1 MLP2 ,61.375,-38.625,51.625,51.625,0.0,,,,,,,
28,crnn crnn3 crnn4 crnn5 LR SVCpoly1 linSVC2 MLP1 MLP2 ,61.375,-38.625,53.87499999999999,53.87499999999999,0.0,,,,,,,
29,crnn crnn2 crnn3 crnn5 LR SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.625,51.87500000000001,51.87500000000001,0.0,,,,,,,
30,crnn crnn3 crnn4 crnn5 LR SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.625,53.625,53.625,0.0,,,,,,,
31,crnn crnn2 crnn3 crnn5 SVCpoly1 SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.625,50.875,50.875,0.0,,,,,,,
32,crnn crnn3 crnn4 crnn5 SVCpoly1 SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.625,53.37499999999999,53.37499999999999,0.0,,,,,,,
33,crnn crnn2 crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.625,52.125,52.125,0.0,,,,,,,
34,crnn crnn3 crnn4 crnn5 LR ,61.25000000000001,-38.74999999999999,53.37499999999999,53.37499999999999,0.0,,,,,,,
35,crnn crnn3 crnn4 crnn5 SVCpoly1 ,61.25000000000001,-38.74999999999999,53.37499999999999,53.37499999999999,0.0,,,,,,,
36,crnn crnn3 crnn4 crnn5 SVCrbf ,61.25000000000001,-38.74999999999999,53.0,53.0,0.0,,,,,,,
37,crnn crnn3 crnn4 crnn5 linSVC2 ,61.25000000000001,-38.74999999999999,53.37499999999999,53.37499999999999,0.0,,,,,,,
38,crnn crnn3 crnn4 crnn5 MLP1 ,61.25000000000001,-38.74999999999999,53.37499999999999,53.37499999999999,0.0,,,,,,,
39,crnn crnn3 crnn4 crnn5 MLP2 ,61.25000000000001,-38.74999999999999,53.125,53.125,0.0,,,,,,,
40,crnn crnn2 crnn3 crnn5 LR SVCpoly1 SVCrbf ,61.12499999999999,-38.375,52.125,52.0,-0.125,,,,,,,
41,crnn crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf ,61.12499999999999,-38.87499999999999,53.25,53.25,0.0,,,,,,,
42,crnn crnn2 crnn3 crnn5 LR SVCpoly1 linSVC2 ,61.12499999999999,-38.375,51.87500000000001,51.87500000000001,0.0,,,,,,,
43,crnn crnn3 crnn4 crnn5 LR SVCpoly1 linSVC2 ,61.12499999999999,-38.87499999999999,53.37499999999999,53.37499999999999,0.0,,,,,,,
44,crnn crnn2 crnn3 crnn5 LR SVCrbf linSVC2 ,61.12499999999999,-38.375,51.87500000000001,52.0,0.1249999999999929,,,,,,,
45,crnn crnn3 crnn4 crnn5 LR SVCrbf linSVC2 ,61.12499999999999,-38.87499999999999,53.25,53.25,0.0,,,,,,,
46,crnn crnn2 crnn3 crnn5 SVCpoly1 SVCrbf linSVC2 ,61.12499999999999,-38.375,50.875,50.875,0.0,,,,,,,
47,crnn crnn3 crnn4 crnn5 SVCpoly1 SVCrbf linSVC2 ,61.12499999999999,-38.87499999999999,53.25,53.25,0.0,,,,,,,
48,crnn crnn2 crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf linSVC2 ,61.12499999999999,-38.87499999999999,52.5,52.5,0.0,,,,,,,
49,crnn crnn2 crnn3 crnn5 LR SVCpoly1 MLP1 ,61.12499999999999,-38.375,51.74999999999999,51.87500000000001,0.1250000000000142,,,,,,,
