,commity,val_acc_1,val_acc_2,test_acc_1,test_acc_2,differences,count,mean,variance,t_value,p_value,max_accuracy,max_increment
34,crnn3 crnn5 prcnn ,55.125,56.99999999999999,50.24999999999999,51.625,1.375000000000007,,,,,,,
35,crnn crnn3 crnn4 ,54.75,56.125,50.5,49.75000000000001,-0.7499999999999929,,,,,,,
36,crnn crnn2 prcnn ,54.75,55.625,45.875,48.0,2.125,,,,,,,
37,crnn crnn4 crnn5 prcnn LR ,54.75,58.875,51.625,52.4,0.7749999999999986,,,,,,,
38,crnn2 crnn4 crnn5 prcnn LR ,54.75,58.75,52.0,52.55000000000001,0.5500000000000114,,,,,,,
39,crnn crnn4 crnn5 prcnn SVCpoly1 ,54.75,58.875,51.5,52.39999999999999,0.8999999999999915,,,,,,,
40,crnn2 crnn4 crnn5 prcnn SVCpoly1 ,54.75,58.75,50.375,52.85,2.4750000000000014,,,,,,,
41,crnn crnn4 crnn5 prcnn SVCrbf ,54.75,58.875,50.0,51.9,1.8999999999999986,,,,,,,
42,crnn2 crnn4 crnn5 prcnn SVCrbf ,54.75,58.75,49.75000000000001,52.7,2.9499999999999957,,,,,,,
43,crnn crnn4 crnn5 prcnn linSVC2 ,54.75,58.875,51.5,52.3,0.7999999999999972,,,,,,,
44,crnn2 crnn4 crnn5 prcnn linSVC2 ,54.75,58.75,50.5,52.125,1.625,,,,,,,
45,crnn crnn4 crnn5 prcnn MLP1 ,54.75,58.875,51.37500000000001,52.3,0.92499999999999,,,,,,,
46,crnn2 crnn4 crnn5 prcnn MLP1 ,54.75,58.75,50.375,53.1,2.7250000000000014,,,,,,,
47,crnn crnn4 crnn5 prcnn MLP2 ,54.75,58.875,51.0,52.25,1.25,,,,,,,
48,crnn2 crnn4 crnn5 prcnn MLP2 ,54.75,58.75,50.74999999999999,52.525,1.7750000000000057,,,,,,,
49,crnn2 crnn4 prcnn ,54.50000000000001,54.625,48.5,48.125,-0.375,,,,,,,
