,commity,val_acc_1,val_acc_2,test_acc_1,test_acc_2,differences,count,mean,variance,t_value,p_value,max_accuracy,max_increment
18,crnn crnn2 crnn3 crnn4 crnn5 LR MLP2 ,61.375,-38.87499999999999,52.5,53.625,1.125,,,,,,,
19,crnn crnn2 crnn3 crnn4 crnn5 SVCpoly1 MLP2 ,61.375,-38.87499999999999,51.37500000000001,52.25,0.8749999999999929,,,,,,,
20,crnn crnn2 crnn3 crnn4 crnn5 SVCrbf MLP2 ,61.375,-38.87499999999999,52.0,51.74999999999999,-0.2500000000000071,,,,,,,
21,crnn crnn2 crnn3 crnn4 crnn5 linSVC2 MLP2 ,61.375,-38.87499999999999,51.37500000000001,52.37500000000001,1.0,,,,,,,
22,crnn crnn2 crnn3 crnn5 LR SVCpoly1 SVCrbf linSVC2 MLP2 ,61.375,-38.625,51.87500000000001,44.625,-7.250000000000007,,,,,,,
23,crnn crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf linSVC2 MLP2 ,61.375,-38.5,53.625,50.74999999999999,-2.875000000000007,,,,,,,
24,crnn crnn2 crnn3 crnn4 crnn5 MLP1 MLP2 ,61.375,-38.87499999999999,51.37500000000001,52.125,0.7499999999999929,,,,,,,
25,crnn crnn2 crnn3 crnn5 LR SVCpoly1 SVCrbf MLP1 MLP2 ,61.375,-38.625,51.87500000000001,44.375,-7.500000000000007,,,,,,,
26,crnn crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf MLP1 MLP2 ,61.375,-38.5,53.625,50.74999999999999,-2.875000000000007,,,,,,,
27,crnn crnn2 crnn3 crnn5 LR SVCpoly1 linSVC2 MLP1 MLP2 ,61.375,-38.625,51.625,32.875,-18.75,,,,,,,
28,crnn crnn3 crnn4 crnn5 LR SVCpoly1 linSVC2 MLP1 MLP2 ,61.375,-38.5,53.87499999999999,40.125,-13.749999999999993,,,,,,,
29,crnn crnn2 crnn3 crnn5 LR SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.625,51.87500000000001,44.375,-7.500000000000007,,,,,,,
30,crnn crnn3 crnn4 crnn5 LR SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.5,53.625,50.74999999999999,-2.875000000000007,,,,,,,
31,crnn crnn2 crnn3 crnn5 SVCpoly1 SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.625,50.875,24.5,-26.375,,,,,,,
32,crnn crnn3 crnn4 crnn5 SVCpoly1 SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.5,53.37499999999999,34.74999999999999,-18.625,,,,,,,
33,crnn crnn2 crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf linSVC2 MLP1 MLP2 ,61.375,-38.375,52.125,39.5,-12.625,,,,,,,
34,crnn crnn3 crnn4 crnn5 LR ,61.25000000000001,-38.375,53.37499999999999,53.625,0.2500000000000071,,,,,,,
35,crnn crnn3 crnn4 crnn5 SVCpoly1 ,61.25000000000001,-38.375,53.37499999999999,52.87500000000001,-0.4999999999999858,,,,,,,
36,crnn crnn3 crnn4 crnn5 SVCrbf ,61.25000000000001,-38.375,53.0,51.87500000000001,-1.124999999999993,,,,,,,
37,crnn crnn3 crnn4 crnn5 linSVC2 ,61.25000000000001,-38.375,53.37499999999999,52.75,-0.6249999999999929,,,,,,,
38,crnn crnn3 crnn4 crnn5 MLP1 ,61.25000000000001,-38.375,53.37499999999999,52.87500000000001,-0.4999999999999858,,,,,,,
39,crnn crnn3 crnn4 crnn5 MLP2 ,61.25000000000001,-38.375,53.125,52.75,-0.375,,,,,,,
40,crnn crnn2 crnn3 crnn5 LR SVCpoly1 SVCrbf ,61.12499999999999,-39.124999999999986,52.125,52.37500000000001,0.2500000000000071,,,,,,,
41,crnn crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf ,61.12499999999999,-41.374999999999986,53.25,54.37499999999999,1.124999999999993,,,,,,,
42,crnn crnn2 crnn3 crnn5 LR SVCpoly1 linSVC2 ,61.12499999999999,-39.124999999999986,51.87500000000001,50.375,-1.500000000000007,,,,,,,
43,crnn crnn3 crnn4 crnn5 LR SVCpoly1 linSVC2 ,61.12499999999999,-41.374999999999986,53.37499999999999,54.75,1.375000000000007,,,,,,,
44,crnn crnn2 crnn3 crnn5 LR SVCrbf linSVC2 ,61.12499999999999,-39.124999999999986,51.87500000000001,52.37500000000001,0.5,,,,,,,
45,crnn crnn3 crnn4 crnn5 LR SVCrbf linSVC2 ,61.12499999999999,-41.374999999999986,53.25,54.50000000000001,1.250000000000007,,,,,,,
46,crnn crnn2 crnn3 crnn5 SVCpoly1 SVCrbf linSVC2 ,61.12499999999999,-39.124999999999986,50.875,48.875,-2.0,,,,,,,
47,crnn crnn3 crnn4 crnn5 SVCpoly1 SVCrbf linSVC2 ,61.12499999999999,-41.374999999999986,53.25,53.75,0.5,,,,,,,
48,crnn crnn2 crnn3 crnn4 crnn5 LR SVCpoly1 SVCrbf linSVC2 ,61.12499999999999,-38.375,52.5,51.625,-0.875,,,,,,,
49,crnn crnn2 crnn3 crnn5 LR SVCpoly1 MLP1 ,61.12499999999999,-39.124999999999986,51.74999999999999,50.375,-1.374999999999993,,,,,,,
