,commity,val_acc_1,val_acc_2,test_acc_1,test_acc_2,differences,count,mean,variance,t_value,p_value,max_accuracy,max_increment
16,crnn crnn3 crnn4 crnn5 SVCpoly1 ,55.50000000000001,-42.125000000000014,51.625,51.87500000000001,0.2500000000000071,,,,,,,
17,crnn crnn3 crnn5 prcnn SVCpoly1 ,55.50000000000001,-41.5,51.125,51.24999999999999,0.1249999999999929,,,,,,,
18,crnn crnn3 crnn4 crnn5 SVCrbf ,55.50000000000001,-42.125000000000014,48.75000000000001,51.5,2.749999999999993,,,,,,,
19,crnn crnn3 crnn5 prcnn SVCrbf ,55.50000000000001,-41.5,48.12499999999999,50.875,2.750000000000007,,,,,,,
20,crnn crnn3 crnn4 crnn5 linSVC2 ,55.50000000000001,-42.125000000000014,51.5,51.74999999999999,0.2499999999999929,,,,,,,
21,crnn crnn3 crnn5 prcnn linSVC2 ,55.50000000000001,-41.5,51.125,51.24999999999999,0.1249999999999929,,,,,,,
22,crnn crnn3 crnn4 crnn5 MLP1 ,55.50000000000001,-42.125000000000014,51.5,51.87500000000001,0.3750000000000071,,,,,,,
23,crnn crnn3 crnn5 prcnn MLP1 ,55.50000000000001,-41.5,51.125,51.24999999999999,0.1249999999999929,,,,,,,
24,crnn crnn3 crnn4 crnn5 MLP2 ,55.50000000000001,-42.125000000000014,50.74999999999999,51.5,0.7500000000000071,,,,,,,
25,crnn crnn3 crnn5 prcnn MLP2 ,55.50000000000001,-41.5,50.125,50.875,0.75,,,,,,,
26,crnn crnn2 crnn4 ,55.375,-44.125000000000014,46.25,48.5,2.25,,,,,,,
27,crnn crnn2 crnn3 crnn4 crnn5 prcnn LR ,55.25,-42.625,52.87500000000001,52.5,-0.3750000000000071,,,,,,,
28,crnn crnn2 crnn3 crnn4 crnn5 prcnn SVCpoly1 ,55.25,-42.625,51.87500000000001,52.25,0.3749999999999929,,,,,,,
29,crnn crnn2 crnn3 crnn4 crnn5 prcnn SVCrbf ,55.25,-42.625,51.0,52.75,1.75,,,,,,,
30,crnn crnn2 crnn3 crnn4 crnn5 prcnn linSVC2 ,55.25,-42.625,51.87500000000001,52.25,0.3749999999999929,,,,,,,
31,crnn crnn2 crnn3 crnn4 crnn5 prcnn MLP1 ,55.25,-42.625,51.74999999999999,52.125,0.3750000000000071,,,,,,,
32,crnn crnn2 crnn3 crnn4 crnn5 prcnn MLP2 ,55.25,-42.625,51.37500000000001,52.75,1.374999999999993,,,,,,,
33,crnn crnn2 crnn5 ,55.125,-43.625,47.75,50.125,2.375,,,,,,,
34,crnn3 crnn5 prcnn ,55.125,-43.000000000000014,50.24999999999999,51.625,1.375000000000007,,,,,,,
35,crnn crnn3 crnn4 ,54.75,-43.875,50.5,49.75000000000001,-0.7499999999999929,,,,,,,
36,crnn crnn2 prcnn ,54.75,-44.37500000000001,45.875,48.0,2.125,,,,,,,
37,crnn crnn4 crnn5 prcnn LR ,54.75,-41.625,51.625,52.0,0.375,,,,,,,
38,crnn2 crnn4 crnn5 prcnn LR ,54.75,-43.000000000000014,52.0,53.37499999999999,1.374999999999993,,,,,,,
39,crnn crnn4 crnn5 prcnn SVCpoly1 ,54.75,-41.625,51.5,52.37500000000001,0.8750000000000071,,,,,,,
40,crnn2 crnn4 crnn5 prcnn SVCpoly1 ,54.75,-43.000000000000014,50.375,52.75,2.375,,,,,,,
41,crnn crnn4 crnn5 prcnn SVCrbf ,54.75,-41.625,50.0,51.24999999999999,1.249999999999993,,,,,,,
42,crnn2 crnn4 crnn5 prcnn SVCrbf ,54.75,-43.000000000000014,49.75000000000001,51.74999999999999,1.9999999999999858,,,,,,,
43,crnn crnn4 crnn5 prcnn linSVC2 ,54.75,-41.625,51.5,52.37500000000001,0.8750000000000071,,,,,,,
44,crnn2 crnn4 crnn5 prcnn linSVC2 ,54.75,-43.000000000000014,50.5,52.87500000000001,2.375000000000007,,,,,,,
45,crnn crnn4 crnn5 prcnn MLP1 ,54.75,-41.625,51.37500000000001,52.25,0.8749999999999929,,,,,,,
46,crnn2 crnn4 crnn5 prcnn MLP1 ,54.75,-43.000000000000014,50.375,52.75,2.375,,,,,,,
47,crnn crnn4 crnn5 prcnn MLP2 ,54.75,-41.625,51.0,52.0,1.0,,,,,,,
48,crnn2 crnn4 crnn5 prcnn MLP2 ,54.75,-43.000000000000014,50.74999999999999,52.75,2.000000000000007,,,,,,,
49,crnn2 crnn4 prcnn ,54.50000000000001,-45.374999999999986,48.5,48.12499999999999,-0.3750000000000071,,,,,,,
