,commity,val_acc_1,val_acc_2,test_acc_1,test_acc_2,differences,count,mean,variance,t_value,p_value,max_accuracy,max_increment
24,crnn2 crnn3 crnn4 ,43.875,56.125,41.87499999999999,47.62500000000001,5.750000000000014,,,,,,,
25,crnn2 crnn3 prcnn ,43.875,53.5,40.625,44.99999999999999,4.374999999999993,,,,,,,
26,crnn crnn2 crnn3 crnn4 crnn5 prcnn LR ,40.37500000000001,60.25,46.12499999999999,50.375,4.250000000000007,,,,,,,
27,crnn crnn2 crnn3 crnn4 crnn5 prcnn SVCpoly1 ,40.37500000000001,60.25,37.25000000000001,47.75,10.499999999999993,,,,,,,
28,crnn crnn2 crnn3 crnn4 crnn5 prcnn SVCrbf ,40.37500000000001,60.25,34.62499999999999,48.12499999999999,13.5,,,,,,,
29,crnn crnn2 crnn3 crnn4 crnn5 prcnn linSVC2 ,40.37500000000001,60.25,37.25000000000001,47.875,10.624999999999993,,,,,,,
30,crnn crnn2 crnn3 crnn4 crnn5 prcnn MLP1 ,40.37500000000001,60.25,37.74999999999999,47.75,10.000000000000007,,,,,,,
31,crnn crnn2 crnn3 crnn4 crnn5 prcnn MLP2 ,40.37500000000001,60.25,39.0,47.62500000000001,8.625000000000007,,,,,,,
32,crnn5 ,39.0,54.125,35.74999999999999,50.24999999999999,14.5,,,,,,,
33,prcnn ,37.87499999999999,52.125,29.625,43.75,14.125,,,,,,,
34,crnn crnn2 crnn3 crnn5 LR ,36.625,58.62500000000001,42.99999999999999,48.12499999999999,5.125,,,,,,,
35,crnn crnn2 crnn3 crnn5 SVCpoly1 ,36.625,58.62500000000001,33.5,47.62500000000001,14.125000000000007,,,,,,,
36,crnn crnn2 crnn3 crnn5 SVCrbf ,36.625,58.62500000000001,30.000000000000004,47.75,17.749999999999996,,,,,,,
37,crnn crnn2 crnn3 crnn5 linSVC2 ,36.625,58.62500000000001,33.62499999999999,47.75,14.125000000000007,,,,,,,
38,crnn crnn2 crnn3 crnn5 MLP1 ,36.625,58.62500000000001,34.00000000000001,47.5,13.499999999999993,,,,,,,
39,crnn crnn2 crnn3 crnn5 MLP2 ,36.625,58.62500000000001,34.25,47.12499999999999,12.874999999999993,,,,,,,
40,crnn crnn2 crnn3 prcnn LR ,36.5,57.25,43.50000000000001,47.375,3.874999999999993,,,,,,,
41,crnn crnn2 crnn3 prcnn SVCpoly1 ,36.5,57.25,32.875,46.0,13.125,,,,,,,
42,crnn crnn2 crnn3 prcnn SVCrbf ,36.5,57.25,29.125,44.875,15.75,,,,,,,
43,crnn crnn2 crnn3 prcnn linSVC2 ,36.5,57.25,32.875,45.875,13.0,,,,,,,
44,crnn crnn2 crnn3 prcnn MLP1 ,36.5,57.25,33.5,45.875,12.375,,,,,,,
45,crnn crnn2 crnn3 prcnn MLP2 ,36.5,57.25,34.5,45.62500000000001,11.125000000000007,,,,,,,
46,crnn crnn2 crnn3 crnn4 LR ,36.375,59.62499999999999,42.75,47.0,4.25,,,,,,,
47,crnn crnn2 crnn3 crnn4 SVCpoly1 ,36.375,59.62499999999999,32.75,45.375,12.625,,,,,,,
48,crnn crnn2 crnn3 crnn4 SVCrbf ,36.375,59.62499999999999,29.625,45.12499999999999,15.499999999999993,,,,,,,
49,crnn crnn2 crnn3 crnn4 linSVC2 ,36.375,59.62499999999999,32.875,45.375,12.5,,,,,,,
